Order (# NIH papers 01-07/2025),Journal,ISSN1,ISSN2,ISSN3,ISSN4,Publisher,Publications acknowledging NIH funding (01-07/2025),Journal OA status,Publisher type,APC 2025 (USD),APC category,Total APCs (based on 01-07/2025),APCs covered by $2k cap,% covered by $2k cap,APCs not covered by $2k cap,APCs covered by $3k cap,% covered by $3k cap,APCs not covered by $3k cap,APCs covered by $6 cap,% covered by $6 cap,APCs not covered by $6 cap
655,Magnetic Resonance Imaging,0730-725X,1873-5894,,,Elsevier,21,hybrid,for profit,3380,"$3,001-$4,000",70980,42000,0.591715976,28980,63000,0.887573964,7980,70980,1,0
656,SSM - Mental Health,2666-5603,,,,Elsevier,21,gold,for profit,1540,"$1,001-$2,000",32340,32340,1,0,32340,1,0,32340,1,0
657,Cancer Prevention Research,1940-6207,1940-6215,,,American Association for Cancer Research (AACR),21,hybrid,not for profit,5000,"$4,001-$5,000",105000,42000,0.4,63000,63000,0.6,42000,105000,1,0
658,Advances in Radiation Oncology,2452-1094,,,,Elsevier,20,gold,for profit,2500,"$2,001-$3,000",50000,40000,0.8,10000,50000,1,0,50000,1,0
659,The Clinical Neuropsychologist,1385-4046,1744-4144,,,Taylor & Francis,20,hybrid,for profit,4720,"$4,001-$5,000",94400,40000,0.423728814,54400,60000,0.63559322,34400,94400,1,0
660,JHLT Open,2950-1334,,,,Elsevier,20,gold,for profit,2500,"$2,001-$3,000",50000,40000,0.8,10000,50000,1,0,50000,1,0
661,SSM - Qualitative Research in Health,2667-3215,,,,Elsevier,20,gold,for profit,1720,"$1,001-$2,000",34400,34400,1,0,34400,1,0,34400,1,0
662,Malaria Journal,1475-2875,,,,Springer Nature,20,gold,for profit,2890,"$2,001-$3,000",57800,40000,0.692041522,17800,57800,1,0,57800,1,0
663,Clinical Lymphoma Myeloma & Leukemia,2152-2650,2152-2669,,,Elsevier,20,hybrid,for profit,3890,"$3,001-$4,000",77800,40000,0.514138817,37800,60000,0.771208226,17800,77800,1,0
664,Urology,0090-4295,1527-9995,,,Elsevier,20,hybrid,for profit,3200,"$3,001-$4,000",64000,40000,0.625,24000,60000,0.9375,4000,64000,1,0
665,Bioactive Materials,2097-1192,2452-199X,,,Elsevier,20,hybrid,for profit,2200,"$2,001-$3,000",44000,40000,0.909090909,4000,44000,1,0,44000,1,0
666,American Journal of Public Health,0090-0036,1541-0048,,,American Public Health Association,20,hybrid,not for profit,2500,"$2,001-$3,000",50000,40000,0.8,10000,50000,1,0,50000,1,0
667,Journal of Interpersonal Violence,0886-2605,1552-6518,,,SAGE Publications,20,hybrid,for profit,3900,"$3,001-$4,000",78000,40000,0.512820513,38000,60000,0.769230769,18000,78000,1,0
668,Neurophotonics,2329-423X,2329-4248,,,"SPIE, the international society for optics and photonics",20,gold,not for profit,1675,"$1,001-$2,000",33500,33500,1,0,33500,1,0,33500,1,0
669,Head & Neck,1043-3074,1097-0347,,,Wiley,20,hybrid,for profit,4760,"$4,001-$5,000",95200,40000,0.420168067,55200,60000,0.630252101,35200,95200,1,0
670,Journal of Health Psychology,1359-1053,1461-7277,,,SAGE Publications,20,hybrid,for profit,3650,"$3,001-$4,000",73000,40000,0.547945205,33000,60000,0.821917808,13000,73000,1,0
671,Resuscitation Plus,2666-5204,,,,Elsevier,20,gold,for profit,2450,"$2,001-$3,000",49000,40000,0.816326531,9000,49000,1,0,49000,1,0
672,Translational Behavioral Medicine,1869-6716,1613-9860,,,Oxford University Press (OUP),20,hybrid,not for profit,4253,"$4,001-$5,000",85060,40000,0.47025629,45060,60000,0.705384435,25060,85060,1,0
673,Biomedical Signal Processing and Control,1746-8094,1746-8108,,,Elsevier,20,hybrid,for profit,2590,"$2,001-$3,000",51800,40000,0.772200772,11800,51800,1,0,51800,1,0
674,Optics Letters,0146-9592,1539-4794,,,Optica Publishing Group,20,hybrid,not for profit,2440,"$2,001-$3,000",48800,40000,0.819672131,8800,48800,1,0,48800,1,0
675,Biology of Sex Differences,2042-6410,,,,Springer Nature,20,gold,for profit,3290,"$3,001-$4,000",65800,40000,0.607902736,25800,60000,0.911854103,5800,65800,1,0
676,Multiple Sclerosis and Related Disorders,2211-0348,2211-0356,,,Elsevier,20,hybrid,for profit,3500,"$3,001-$4,000",70000,40000,0.571428571,30000,60000,0.857142857,10000,70000,1,0
677,Atherosclerosis,0021-9150,1879-1484,,,Elsevier,20,hybrid,for profit,4020,"$4,001-$5,000",80400,40000,0.497512438,40400,60000,0.746268657,20400,80400,1,0
678,Journal of Thoracic and Cardiovascular Surgery,0022-5223,1097-685X,,,Elsevier,20,hybrid,for profit,4500,"$4,001-$5,000",90000,40000,0.444444444,50000,60000,0.666666667,30000,90000,1,0
679,Molecular Oncology,1574-7891,1878-0261,,,Wiley,20,gold,for profit,4300,"$4,001-$5,000",86000,40000,0.465116279,46000,60000,0.697674419,26000,86000,1,0
680,International Journal of Biological Macromolecules,0141-8130,1879-0003,,,Elsevier,20,hybrid,for profit,4390,"$4,001-$5,000",87800,40000,0.455580866,47800,60000,0.683371298,27800,87800,1,0
681,Biochemical Society Transactions,0300-5127,1470-8752,,,Portland Press,20,gold (diamond),not for profit,0,0,0,0,1,0,0,1,0,0,1,0
682,Placenta,0143-4004,1532-3102,,,Elsevier,20,hybrid,for profit,3720,"$3,001-$4,000",74400,40000,0.537634409,34400,60000,0.806451613,14400,74400,1,0
683,The American Journal of Cardiology,0002-9149,1879-1913,,,Elsevier,20,hybrid,for profit,3380,"$3,001-$4,000",67600,40000,0.591715976,27600,60000,0.887573964,7600,67600,1,0
684,Journal of Stroke and Cerebrovascular Diseases,1052-3057,1532-8511,,,Elsevier,20,gold,for profit,2170,"$2,001-$3,000",43400,40000,0.921658986,3400,43400,1,0,43400,1,0
685,JMIR Human Factors,2292-9495,,,,JMIR Publications,20,gold,for profit,1985,"$1,001-$2,000",39700,39700,1,0,39700,1,0,39700,1,0
686,Trends in Parasitology,1471-4922,1471-5007,,,Elsevier,20,hybrid,for profit,7030,"$7,001-$8,000",140600,40000,0.284495021,100600,60000,0.426742532,80600,120000,0.853485064,20600
687,Child Development,0009-3920,1467-8624,,,Wiley,20,hybrid,for profit,4320,"$4,001-$5,000",86400,40000,0.462962963,46400,60000,0.694444444,26400,86400,1,0
688,Annals of Allergy Asthma & Immunology,1081-1206,1534-4436,,,Elsevier,20,hybrid,for profit,3400,"$3,001-$4,000",68000,40000,0.588235294,28000,60000,0.882352941,8000,68000,1,0
689,Journal of the Mechanical Behavior of Biomedical Materials,1751-6161,1878-0180,,,Elsevier,20,hybrid,for profit,3690,"$3,001-$4,000",73800,40000,0.54200542,33800,60000,0.81300813,13800,73800,1,0
690,Frontiers in Molecular Biosciences,2296-889X,,,,Frontiers,20,gold,for profit,3906,"$3,001-$4,000",78120,40000,0.51203277,38120,60000,0.768049155,18120,78120,1,0
691,BMC Medical Research Methodology,1471-2288,,,,Springer Nature,20,gold,for profit,3090,"$3,001-$4,000",61800,40000,0.647249191,21800,60000,0.970873786,1800,61800,1,0
692,Current Oncology,1198-0052,1718-7729,,,MDPI,20,gold,for profit,2750,"$2,001-$3,000",55000,40000,0.727272727,15000,55000,1,0,55000,1,0
693,International Journal of Biological Sciences,1449-2288,,,,Ivyspring International Publisher,20,gold,for profit,3572,"$3,001-$4,000",71440,40000,0.559910414,31440,60000,0.839865622,11440,71440,1,0
694,American Journal of Speech-Language Pathology,1058-0360,1558-9110,,,American Speech Language Hearing Association,20,hybrid,not for profit,2000,"$1,001-$2,000",40000,40000,1,0,40000,1,0,40000,1,0
695,Journal of Nutrition Education and Behavior,1499-4046,1878-2620,,,Elsevier,19,hybrid,for profit,2840,"$2,001-$3,000",53960,38000,0.704225352,15960,53960,1,0,53960,1,0
696,Acta Neuropathologica,0001-6322,1432-0533,,,Springer Nature,19,hybrid,for profit,4990,"$4,001-$5,000",94810,38000,0.400801603,56810,57000,0.601202405,37810,94810,1,0
697,Frontiers in Pediatrics,2296-2360,,,,Frontiers,19,gold,for profit,3906,"$3,001-$4,000",74214,38000,0.51203277,36214,57000,0.768049155,17214,74214,1,0
698,Journal of American College Health,0744-8481,1940-3208,,,Taylor & Francis,19,hybrid,for profit,3650,"$3,001-$4,000",69350,38000,0.547945205,31350,57000,0.821917808,12350,69350,1,0
699,Health & Justice,2194-7899,,,,Springer Nature,19,gold,for profit,1790,"$1,001-$2,000",34010,34010,1,0,34010,1,0,34010,1,0
700,Diabetes Technology & Therapeutics,1520-9156,1557-8593,,,Mary Ann Liebert,19,hybrid,for profit,3600,"$3,001-$4,000",68400,38000,0.555555556,30400,57000,0.833333333,11400,68400,1,0
701,Quarterly Journal of Experimental Physiology and Cognate Medical Sciences,0033-5541,1469-445X,0958-0670,,Wiley,19,gold,for profit,2940,"$2,001-$3,000",55860,38000,0.680272109,17860,55860,1,0,55860,1,0
702,Journal of Cardiac Failure,1071-9164,1532-8414,,,Elsevier,19,hybrid,for profit,3970,"$3,001-$4,000",75430,38000,0.503778338,37430,57000,0.755667506,18430,75430,1,0
703,Proceedings of the Royal Society B,0962-8452,1471-2954,,,The Royal Society,19,hybrid,not for profit,2795,"$2,001-$3,000",53105,38000,0.715563506,15105,53105,1,0,53105,1,0
704,Molecular Cancer,1476-4598,,,,Springer Nature,19,gold,for profit,5090,"$5,001-$6,000",96710,38000,0.392927308,58710,57000,0.589390963,39710,96710,1,0
705,British Journal of Anaesthesia,0007-0912,1471-6771,,,Elsevier,19,hybrid,for profit,4450,"$4,001-$5,000",84550,38000,0.449438202,46550,57000,0.674157303,27550,84550,1,0
706,Chemical Engineering Journal,1385-8947,1873-3212,,,Elsevier,19,hybrid,for profit,4830,"$4,001-$5,000",91770,38000,0.414078675,53770,57000,0.621118012,34770,91770,1,0
707,Biomacromolecules,1525-7797,1526-4602,,,American Chemical Society (ACS),19,hybrid,not for profit,4500,"$4,001-$5,000",85500,38000,0.444444444,47500,57000,0.666666667,28500,85500,1,0
708,Trends in Pharmacological Sciences,0165-6147,1873-3735,,,Elsevier,19,hybrid,for profit,7030,"$7,001-$8,000",133570,38000,0.284495021,95570,57000,0.426742532,76570,114000,0.853485064,19570
709,Journal of Inherited Metabolic Disease,0141-8955,1573-2665,,,Wiley,19,hybrid,for profit,3470,"$3,001-$4,000",65930,38000,0.576368876,27930,57000,0.864553314,8930,65930,1,0
710,Children and Youth Services Review,0190-7409,1873-7765,,,Elsevier,19,hybrid,for profit,4000,"$3,001-$4,000",76000,38000,0.5,38000,57000,0.75,19000,76000,1,0
711,Journal of Child and Family Studies,1062-1024,1573-2843,,,Springer Nature,19,hybrid,for profit,3190,"$3,001-$4,000",60610,38000,0.626959248,22610,57000,0.940438871,3610,60610,1,0
712,JACC Case Reports,2666-0849,,,,Elsevier,19,gold,for profit,850,"$1-$1,000",16150,16150,1,0,16150,1,0,16150,1,0
713,"Cognitive, Affective, & Behavioral Neuroscience",1530-7026,1531-135X,,,Springer Nature,19,hybrid,for profit,3190,"$3,001-$4,000",60610,38000,0.626959248,22610,57000,0.940438871,3610,60610,1,0
714,Fertility and Sterility,0015-0282,1556-5653,,,Elsevier,19,hybrid,for profit,4220,"$4,001-$5,000",80180,38000,0.473933649,42180,57000,0.710900474,23180,80180,1,0
715,Trends in Immunology,1471-4906,1471-4981,,,Elsevier,19,hybrid,for profit,7030,"$7,001-$8,000",133570,38000,0.284495021,95570,57000,0.426742532,76570,114000,0.853485064,19570
716,European Journal of Cancer,0959-8049,3064-6731,1879-0852,,Elsevier,19,hybrid,for profit,4270,"$4,001-$5,000",81130,38000,0.468384075,43130,57000,0.702576112,24130,81130,1,0
717,APL Bioengineering,2473-2877,,,,AIP Publishing,19,gold,not for profit,2750,"$2,001-$3,000",52250,38000,0.727272727,14250,52250,1,0,52250,1,0
718,Psychology and Aging,0882-7974,1939-1498,,,American Psychological Association (APA),19,hybrid,not for profit,3000,"$2,001-$3,000",57000,38000,0.666666667,19000,57000,1,0,57000,1,0
719,Eating Behaviors,1471-0153,1873-7358,,,Elsevier,19,hybrid,for profit,3270,"$3,001-$4,000",62130,38000,0.611620795,24130,57000,0.917431193,5130,62130,1,0
720,Journal of Hospital Medicine,1553-5592,1553-5606,,,Wiley,19,hybrid,for profit,3400,"$3,001-$4,000",64600,38000,0.588235294,26600,57000,0.882352941,7600,64600,1,0
722,Journal of Research on Adolescence,1050-8392,1532-7795,,,Wiley,19,hybrid,for profit,3400,"$3,001-$4,000",64600,38000,0.588235294,26600,57000,0.882352941,7600,64600,1,0
723,Journal of Imaging Informatics in Medicine,2948-2925,2948-2933,,,Springer Nature,19,hybrid,for profit,4690,"$4,001-$5,000",89110,38000,0.426439232,51110,57000,0.639658849,32110,89110,1,0
724,Neuro-Oncology Advances,0801-3284,2632-2498,,,Oxford University Press (OUP),19,gold,not for profit,2615,"$2,001-$3,000",49685,38000,0.764818356,11685,49685,1,0,49685,1,0
725,Endocrine Practice,1530-891X,1934-2403,,,Elsevier,19,hybrid,for profit,3480,"$3,001-$4,000",66120,38000,0.574712644,28120,57000,0.862068966,9120,66120,1,0
726,Health & Place,1353-8292,1873-2054,,,Elsevier,19,hybrid,for profit,3380,"$3,001-$4,000",64220,38000,0.591715976,26220,57000,0.887573964,7220,64220,1,0
727,Maternal and Child Health Journal,1092-7875,1573-6628,,,Springer Nature,19,hybrid,for profit,4590,"$4,001-$5,000",87210,38000,0.435729847,49210,57000,0.653594771,30210,87210,1,0
728,Journal of Cardiovascular Magnetic Resonance,1097-6647,1532-429X,,,Elsevier,19,gold,for profit,3000,"$2,001-$3,000",57000,38000,0.666666667,19000,57000,1,0,57000,1,0
729,Neoplasia,1522-8002,1476-5586,,,Elsevier,19,gold,for profit,3530,"$3,001-$4,000",67070,38000,0.566572238,29070,57000,0.849858357,10070,67070,1,0
730,Pharmacoepidemiology and Drug Safety,1053-8569,1099-1557,,,Wiley,19,hybrid,for profit,4650,"$4,001-$5,000",88350,38000,0.430107527,50350,57000,0.64516129,31350,88350,1,0
731,DNA Repair,1568-7864,1568-7856,,,Elsevier,19,hybrid,for profit,3390,"$3,001-$4,000",64410,38000,0.589970501,26410,57000,0.884955752,7410,64410,1,0
732,Acta Crystallographica Section F: Structural Biology Communications,2053-230X,1744-3091,,,International Union of Crystallography (IUCr),19,hybrid,not for profit,3520,"$3,001-$4,000",66880,38000,0.568181818,28880,57000,0.852272727,9880,66880,1,0
733,Bioconjugate Chemistry,1043-1802,1520-4812,,,American Chemical Society (ACS),19,hybrid,not for profit,4500,"$4,001-$5,000",85500,38000,0.444444444,47500,57000,0.666666667,28500,85500,1,0
734,Trends in Neurosciences,0166-2236,1878-108X,,,Elsevier,19,hybrid,for profit,7030,"$7,001-$8,000",133570,38000,0.284495021,95570,57000,0.426742532,76570,114000,0.853485064,19570
735,Neurogastroenterology & Motility,1350-1925,1365-2982,,,Wiley,19,hybrid,for profit,4640,"$4,001-$5,000",88160,38000,0.431034483,50160,57000,0.646551724,31160,88160,1,0
736,Chemical Reviews,0009-2665,1520-6890,,,American Chemical Society (ACS),19,hybrid,not for profit,4500,"$4,001-$5,000",85500,38000,0.444444444,47500,57000,0.666666667,28500,85500,1,0
737,Journal of General Physiology,0022-1295,1540-7748,,,Rockefeller University Press,19,hybrid,not for profit,2000,"$1,001-$2,000",38000,38000,1,0,38000,1,0,38000,1,0
738,"Cancer Immunology, Immunotherapy",0340-7004,1432-0851,,,Springer Nature,19,gold,for profit,4590,"$4,001-$5,000",87210,38000,0.435729847,49210,57000,0.653594771,30210,87210,1,0
740,Trends in Microbiology,0966-842X,1878-4380,,,Elsevier,19,hybrid,for profit,7030,"$7,001-$8,000",133570,38000,0.284495021,95570,57000,0.426742532,76570,114000,0.853485064,19570
741,The Journal of Rural Health,0890-765X,1748-0361,,,Wiley,18,hybrid,for profit,4480,"$4,001-$5,000",80640,36000,0.446428571,44640,54000,0.669642857,26640,80640,1,0
742,Psychophysiology,0048-5772,1469-8986,,,Wiley,18,hybrid,for profit,4020,"$4,001-$5,000",72360,36000,0.497512438,36360,54000,0.746268657,18360,72360,1,0
743,CHEST Critical Care,2949-7884,,,,Elsevier,18,gold,for profit,2500,"$2,001-$3,000",45000,36000,0.8,9000,45000,1,0,45000,1,0
744,Proteins Structure Function and Bioinformatics,0887-3585,1097-0134,,,Wiley,18,hybrid,for profit,4550,"$4,001-$5,000",81900,36000,0.43956044,45900,54000,0.659340659,27900,81900,1,0
745,CHEST Pulmonary,2949-7892,,,,Elsevier,18,gold,for profit,2500,"$2,001-$3,000",45000,36000,0.8,9000,45000,1,0,45000,1,0
746,Royal Society Open Science,2054-5703,,,,The Royal Society,18,gold,not for profit,1960,"$1,001-$2,000",35280,35280,1,0,35280,1,0,35280,1,0
747,RNA,1355-8382,1469-9001,,,Cold Spring Harbor Laboratory,18,hybrid,not for profit,5250,"$5,001-$6,000",94500,36000,0.380952381,58500,54000,0.571428571,40500,94500,1,0
748,Nature Chemistry,1755-4330,1755-4349,,,Springer Nature,18,hybrid,for profit,12690,"$12,001-$13,000",228420,36000,0.157604413,192420,54000,0.236406619,174420,108000,0.472813239,120420
749,Physical Review E,2470-0045,2470-0053,,,American Physical Society (APS),18,hybrid,not for profit,2840,"$2,001-$3,000",51120,36000,0.704225352,15120,51120,1,0,51120,1,0
751,Journal of Experimental Biology,0022-0949,1477-9145,,,The Company of Biologists,18,hybrid,not for profit,5200,"$5,001-$6,000",93600,36000,0.384615385,57600,54000,0.576923077,39600,93600,1,0
752,Bioengineering & Translational Medicine,2380-6761,,,,Wiley,18,gold,for profit,2890,"$2,001-$3,000",52020,36000,0.692041522,16020,52020,1,0,52020,1,0
753,Clinical Neurophysiology,1388-2457,1872-8952,,,Elsevier,18,hybrid,for profit,3790,"$3,001-$4,000",68220,36000,0.527704485,32220,54000,0.791556728,14220,68220,1,0
754,Annals of Vascular Surgery,0890-5096,1615-5947,,,Elsevier,18,hybrid,for profit,3560,"$3,001-$4,000",64080,36000,0.561797753,28080,54000,0.842696629,10080,64080,1,0
755,The American Journal of Surgery,0002-9610,1879-1883,,,Elsevier,18,hybrid,for profit,3830,"$3,001-$4,000",68940,36000,0.522193211,32940,54000,0.783289817,14940,68940,1,0
756,Geriatric Nursing,0197-4572,1528-3984,,,Elsevier,18,hybrid,for profit,3280,"$3,001-$4,000",59040,36000,0.609756098,23040,54000,0.914634146,5040,59040,1,0
757,Sexually Transmitted Diseases,0148-5717,1537-4521,,,Wolters Kluwer,18,hybrid,for profit,4100,"$4,001-$5,000",73800,36000,0.487804878,37800,54000,0.731707317,19800,73800,1,0
758,ACR Open Rheumatology,2578-5745,,,,Wiley,18,gold,for profit,3550,"$3,001-$4,000",63900,36000,0.563380282,27900,54000,0.845070423,9900,63900,1,0
759,Journal of Exposure Science & Environmental Epidemiology,1559-0631,1559-064X,,,Springer Nature,18,hybrid,for profit,5490,"$5,001-$6,000",98820,36000,0.364298725,62820,54000,0.546448087,44820,98820,1,0
760,Brain Structure and Function,1863-2653,1863-2661,,,Springer Nature,18,hybrid,for profit,4790,"$4,001-$5,000",86220,36000,0.417536534,50220,54000,0.626304802,32220,86220,1,0
762,Clinical Epigenetics,1868-7075,1868-7083,,,Springer Nature,18,gold,for profit,3890,"$3,001-$4,000",70020,36000,0.514138817,34020,54000,0.771208226,16020,70020,1,0
763,American Journal of Hypertension,0895-7061,1941-7225,,,Oxford University Press (OUP),18,hybrid,not for profit,4814,"$4,001-$5,000",86652,36000,0.415454923,50652,54000,0.623182385,32652,86652,1,0
764,Current Opinion in Cell Biology,0955-0674,1879-0410,,,Elsevier,18,hybrid,for profit,4390,"$4,001-$5,000",79020,36000,0.455580866,43020,54000,0.683371298,25020,79020,1,0
765,International Psychogeriatrics,1041-6102,1741-203X,,,Elsevier,18,gold,for profit,3500,"$3,001-$4,000",63000,36000,0.571428571,27000,54000,0.857142857,9000,63000,1,0
766,Brain Research,0006-8993,1872-6240,,,Elsevier,18,hybrid,for profit,3360,"$3,001-$4,000",60480,36000,0.595238095,24480,54000,0.892857143,6480,60480,1,0
767,Molecular Ecology,0962-1083,1365-294X,,,Wiley,18,hybrid,for profit,5150,"$5,001-$6,000",92700,36000,0.388349515,56700,54000,0.582524272,38700,92700,1,0
768,The Lancet Microbe,2666-5247,,,,Elsevier,18,gold,for profit,7280,"$7,001-$8,000",131040,36000,0.274725275,95040,54000,0.412087912,77040,108000,0.824175824,23040
769,F1000Research,2051-7599,2046-1402,,,Taylor & Francis,18,gold,for profit,1643,"$1,001-$2,000",29574,29574,1,0,29574,1,0,29574,1,0
770,JAMA Dermatology,2168-6068,2168-6084,,,American Medical Association (AMA),18,hybrid,not for profit,6000,"$5,001-$6,000",108000,36000,0.333333333,72000,54000,0.5,54000,108000,1,0
771,Journal of Traumatic Stress,0894-9867,1573-6598,,,Wiley,18,hybrid,for profit,3120,"$3,001-$4,000",56160,36000,0.641025641,20160,54000,0.961538462,2160,56160,1,0
772,Inflammatory Bowel Diseases,1078-0998,1536-4844,,,Oxford University Press (OUP),18,hybrid,not for profit,3862,"$3,001-$4,000",69516,36000,0.51786639,33516,54000,0.776799586,15516,69516,1,0
773,Research in Autism,3050-6565,,,,Elsevier,17,hybrid,for profit,3410,"$3,001-$4,000",57970,34000,0.586510264,23970,51000,0.879765396,6970,57970,1,0
774,The Lancet Respiratory Medicine,2213-2600,2213-2619,,,Elsevier,17,hybrid,for profit,7280,"$7,001-$8,000",123760,34000,0.274725275,89760,51000,0.412087912,72760,102000,0.824175824,21760
775,Psychology of Violence,2152-0828,2152-081X,,,American Psychological Association (APA),17,hybrid,not for profit,3000,"$2,001-$3,000",51000,34000,0.666666667,17000,51000,1,0,51000,1,0
